variant_slug,support,support_slug,Canal,periodicite_print,diffusion_print,format_print,Visites par mois Web,Pages vues par mois Web,Nombre d'envois NL,tarif_brut,tarif_net
decisions-hpa::web::300x250,DECISIONS HPA,decisions-hpa,Web,,,,5000,8500,,1800 €,1530 €
decisions-hpa::web::728x90floorad,DECISIONS HPA,decisions-hpa,Web,,,,5000,8500,,2400 €,2040 €
developpez::web::729x90-300x600,DEVELOPPEZ,developpez,Web,,,,630000,2000000,,9000 €,7650 €
direction-s::web::300x250,DIRECTION(S),direction-s,Web,,,,10000,15000,,1750 €,1488 €
direction-s::web::728x90,DIRECTION(S),direction-s,Web,,,,10000,15000,,1750 €,1488 €
dynamique-mag::web::728x90floorad-300x600-300x250mobile,DYNAMIQUE MAG,dynamique-mag,Web,,,,60000,90000,,pas de tarif,pas de tarif
ecommerce-mag::web::728x90-300x600,ECOMMERCE MAG,ecommerce-mag,Web,,,,60000,160000,,2750 €,2338 €
egora-ethique::web::300x600,EGORA (ETHIQUE),egora-ethique,Web,,,,452000,1300000,,pas de tarif,pas de tarif
egora-ethique::web::728x90-300x250,EGORA (ETHIQUE),egora-ethique,Web,,,,452000,1300000,,pas de tarif,pas de tarif
egora::web::300x600-300x250mobile,EGORA,egora,Web,,,,452000,1300000,,pas de tarif,pas de tarif
egora::web::970x250-320x50mobile,EGORA,egora,Web,,,,452000,1300000,,pas de tarif,pas de tarif
electricien-3e-j3e::web::728x90-300x600-300x250mobile,ELECTRICIEN 3E + J3E,electricien-3e-j3e,Web,,,,150000,600000,,pas de tarif,pas de tarif
entretien-textile::web::200x200,ENTRETIEN TEXTILE,entretien-textile,Web,,,,5000,13500,,1154 €,981 €
entretien-textile::web::728x90-320x100mobile,ENTRETIEN TEXTILE,entretien-textile,Web,,,,5000,13500,,1923 €,1635 €
environnement-magazine::web::970x250,ENVIRONNEMENT MAGAZINE,environnement-magazine,Web,,,,26000,45000,,10600 €,9010 €
etancheite-info::web::300x250,ETANCHEITE INFO,etancheite-info,Web,,,,9500,15700,,1560 €,1326 €
etancheite-info::web::728x90,ETANCHEITE INFO,etancheite-info,Web,,,,9500,15700,,1287 €,1094 €
flottes-automobiles::web::300x600-300x250mobile,FLOTTES AUTOMOBILES,flottes-automobiles,Web,,,,50000,80000,,4590 €,3902 €
flottes-automobiles::web::728x90,FLOTTES AUTOMOBILES,flottes-automobiles,Web,,,,50000,80000,,6940 €,5899 €
france-routes::web::300x600-300x250mobile,FRANCE ROUTES,france-routes,Web,,,,90000,185000,,5692 €,4838 €
france-routes::web::1000x90,FRANCE ROUTES,france-routes,Web,,,,90000,185000,,6000 €,5100 €
fusacq::web::728x90floorad-300x600-300x250mobile,FUSACQ,fusacq,Web,,,,70000,350000,,pas de tarif,pas de tarif
genie-climatique::web::300x600-300x250mobile,GENIE CLIMATIQUE,genie-climatique,Web,,,,13000,30000,,2210 €,1879 €
genie-climatique::web::728x90,GENIE CLIMATIQUE,genie-climatique,Web,,,,13000,30000,,1690 €,1437 €
geroscopie::web::263x237,GEROSCOPIE,geroscopie,Web,,,,12000,40000,,1300 €,1105 €
geroscopie::web::728x90,GEROSCOPIE,geroscopie,Web,,,,12000,40000,,1200 €,1020 €
gestions-hospitalieres::web::1140x90,GESTIONS HOSPITALIERES,gestions-hospitalieres,Web,,,,7000,17000,,4525 €,3846 €
gpo-mag::web::728x90floorad,GPO MAG,gpo-mag,Web,,,,15600,96000,,pas de tarif,pas de tarif
infirmiers::web::300x600-300x250mobile,INFIRMIERS,infirmiers,Web,,,,300000,800000,,pas de tarif,pas de tarif
infirmiers::web::728x90-320x50mobile,INFIRMIERS,infirmiers,Web,,,,300000,800000,,pas de tarif,pas de tarif
investissement-conseils::web::250x250,INVESTISSEMENT CONSEILS,investissement-conseils,Web,,,,39715,56207,,1154 €,981 €
investissement-conseils::web::1180x145,INVESTISSEMENT CONSEILS,investissement-conseils,Web,,,,39715,56207,,1523 €,1295 €
it-for-business::web::970x90-300x600-300x250mobile,IT FOR BUSINESS,it-for-business,Web,,,,100000,354000,,pas de tarif,pas de tarif
j2r::web::300x600-300x250mobile,J2R,j2r,Web,,,,28000,80000,,3000 €,2550 €
j2r::web::1000x150,J2R,j2r,Web,,,,28000,80000,,2500 €,2125 €
journal-des-entreprises::web::728x90floorad-300x600-300x250mobile,JOURNAL DES ENTREPRISES,journal-des-entreprises,Web,,,,115000,180000,,pas de tarif,pas de tarif
journal-des-maires::web::728x90-300x250mobile,JOURNAL DES MAIRES,journal-des-maires,Web,,,,9000,14000,,2200 €,1870 €
journal-du-pneumatique::web::300x600-300x250mobile,JOURNAL DU PNEUMATIQUE,journal-du-pneumatique,Web,,,,10500,18000,,3000 €,2550 €
journal-du-pneumatique::web::1000x150,JOURNAL DU PNEUMATIQUE,journal-du-pneumatique,Web,,,,10500,18000,,2500 €,2125 €
kine-actualite::web::250x250,KINE ACTUALITE,kine-actualite,Web,,,,9000,17000,,1785 €,1517 €
l-eclaireur-des-coiffeurs::web::250x250,L'ECLAIREUR DES COIFFEURS,l-eclaireur-des-coiffeurs,Web,,,,21500,43700,,3600 €,3060 €
l-eclaireur-des-coiffeurs::web::990x180,L'ECLAIREUR DES COIFFEURS,l-eclaireur-des-coiffeurs,Web,,,,21500,43700,,6700 €,5695 €
l-express::web::970x250-300x600-300x250mobile,L'EXPRESS,l-express,Web,,,,10000000,16000000,,pas de tarif,pas de tarif
l-hotellerie-restauration::web::620x90-360x60mobile,L'HOTELLERIE RESTAURATION,l-hotellerie-restauration,Web,,,,617500,2860000,,pas de tarif,pas de tarif
l-informaticien::web::729x90-300x600,L'INFORMATICIEN,l-informaticien,Web,,,,30000,86000,,pas de tarif,pas de tarif
l-information-dentaire::web::300x600-300x250mobile,L'INFORMATION DENTAIRE,l-information-dentaire,Web,,,,70000,130000,,3475 €,2954 €
l-information-dentaire::web::1160x90-320x50mobile,L'INFORMATION DENTAIRE,l-information-dentaire,Web,,,,70000,130000,,3475 €,2954 €
l-officiel-des-transporteurs::web::300x600-300x250mobile,L'OFFICIEL DES TRANSPORTEURS,l-officiel-des-transporteurs,Web,,,,70000,145000,,6154 €,5231 €
l-officiel-des-transporteurs::web::1000x90,L'OFFICIEL DES TRANSPORTEURS,l-officiel-des-transporteurs,Web,,,,70000,145000,,6462 €,5492 €
l-opinion::web::1000x200-300x600-300x250mobile,L'OPINION,l-opinion,Web,,,,1400000,2100000,,pas de tarif,pas de tarif
l-opticien-lunetier::web::300x250,L'OPTICIEN LUNETIER,l-opticien-lunetier,Web,,,,11800,25000,,2000 €,1700 €
l-opticien-lunetier::web::728x90,L'OPTICIEN LUNETIER,l-opticien-lunetier,Web,,,,11800,25000,,2500 €,2125 €
la-classe-fiche-pedagogiques::web::300x600-300x250mobile,LA CLASSE + FICHE PEDAGOGIQUES,la-classe-fiche-pedagogiques,Web,,,,61000,145000,,1800 €,1530 €
la-france-agricole::web::300x600,LA FRANCE AGRICOLE,la-france-agricole,Web,,,,370000,750000,,pas de tarif,pas de tarif
la-france-agricole::web::728x90-300x250,LA FRANCE AGRICOLE,la-france-agricole,Web,,,,370000,750000,,pas de tarif,pas de tarif
la-meteo-agricole::web::728x90-300x600,LA METEO AGRICOLE,la-meteo-agricole,Web,,,,5900000,12000000,,pas de tarif,pas de tarif
la-profession-comptable::web::236x472,LA PROFESSION COMPTABLE,la-profession-comptable,Web,,,,5000,9200,,1231 €,1046 €
la-profession-comptable::web::728x91,LA PROFESSION COMPTABLE,la-profession-comptable,Web,,,,5000,9200,,2462 €,2092 €
la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf::web::300x250,LA REVUE PRATIQUE DU FROID ET DU CONDITIONNEMENT D'AIR (LA RPF),la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf,Web,,,,7100,17000,,1677 €,1425 €
la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf::web::728x90,LA REVUE PRATIQUE DU FROID ET DU CONDITIONNEMENT D'AIR (LA RPF),la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf,Web,,,,7100,17000,,1326 €,1127 €
la-toque-magazine::web::300x600-300x250mobile,LA TOQUE MAGAZINE,la-toque-magazine,Web,,,,20000,38000,,2000 €,1700 €
la-toque-magazine::web::1000x90-320x120,LA TOQUE MAGAZINE,la-toque-magazine,Web,,,,20000,38000,,2400 €,2040 €
la-tribune-de-l-assurance::web::300x250,LA TRIBUNE DE L'ASSURANCE,la-tribune-de-l-assurance,Web,,,,27000,50000,,7645 €,6498 €
la-tribune-de-l-assurance::web::970x250,LA TRIBUNE DE L'ASSURANCE,la-tribune-de-l-assurance,Web,,,,27000,50000,,10425 €,8862 €
la-tribune-des-auto-ecoles::web::322x322,LA TRIBUNE DES AUTO-ECOLES,la-tribune-des-auto-ecoles,Web,,,,9000,20000,,1765 €,1500 €
la-tribune-des-auto-ecoles::web::730x90,LA TRIBUNE DES AUTO-ECOLES,la-tribune-des-auto-ecoles,Web,,,,9000,20000,,3235 €,2750 €
la-tribune::web::728x90-300x600-300x250mobile,LA TRIBUNE,la-tribune,Web,,,,2800000,4500000,,pas de tarif,pas de tarif
le-blog-du-dirigeant::web::728x90floorad-300x600-300x250mobile,LE BLOG DU DIRIGEANT,le-blog-du-dirigeant,Web,,,,170000,230000,,pas de tarif,pas de tarif
le-courrier-du-meuble-et-de-l-habitat::web::728x90,LE COURRIER DU MEUBLE ET DE L'HABITAT,le-courrier-du-meuble-et-de-l-habitat,Web,,,,11800,25000,,2692 €,2288 €
le-journal-de-l-automobile::web::300x600-300x250mobile,LE JOURNAL DE L'AUTOMOBILE,le-journal-de-l-automobile,Web,,,,250000,420000,,3000 €,2550 €
le-journal-de-l-automobile::web::1000x150,LE JOURNAL DE L'AUTOMOBILE,le-journal-de-l-automobile,Web,,,,250000,420000,,2500 €,2125 €
le-journal-des-flottes::web::300x600-300x250mobile,LE JOURNAL DES FLOTTES,le-journal-des-flottes,Web,,,,60000,110000,,3000 €,2550 €
le-journal-des-flottes::web::1000x150,LE JOURNAL DES FLOTTES,le-journal-des-flottes,Web,,,,60000,110000,,2500 €,2125 €
le-media-social::web::728x90-300x250,LE MEDIA SOCIAL,le-media-social,Web,,,,75000,110000,,3600 €,3060 €
le-moniteur-des-pharmacies::web::300x600,LE MONITEUR DES PHARMACIES,le-moniteur-des-pharmacies,Web,,,,310000,754000,,pas de tarif,pas de tarif
le-moniteur-des-pharmacies::web::728x90-320x50mobile,LE MONITEUR DES PHARMACIES,le-moniteur-des-pharmacies,Web,,,,310000,754000,,pas de tarif,pas de tarif
le-nouvel-economiste::web::300x250,LE NOUVEL ECONOMISTE,le-nouvel-economiste,Web,,,,70000,120000,,3600 €,3060 €
le-nouvel-economiste::web::820x250,LE NOUVEL ECONOMISTE,le-nouvel-economiste,Web,,,,70000,120000,,4400 €,3740 €
le-papetier-de-france::web::300x250,LE PAPETIER DE FRANCE,le-papetier-de-france,Web,,,,7000,12000,,2067 €,1757 €
le-papetier-de-france::web::728x90,LE PAPETIER DE FRANCE,le-papetier-de-france,Web,,,,7000,12000,,1885 €,1602 €
le-point-veterinaire::web::300x250,LE POINT VETERINAIRE,le-point-veterinaire,Web,,,,155000,220000,,pas de tarif,pas de tarif
le-point-veterinaire::web::980x90,LE POINT VETERINAIRE,le-point-veterinaire,Web,,,,155000,220000,,pas de tarif,pas de tarif
le-quotidien-du-medecin-ethique::web::300x600,LE QUOTIDIEN DU MEDECIN (ETHIQUE),le-quotidien-du-medecin-ethique,Web,,,,700000,1800000,,pas de tarif,pas de tarif
le-quotidien-du-medecin-ethique::web::728x90-320x50-300x250,LE QUOTIDIEN DU MEDECIN (ETHIQUE),le-quotidien-du-medecin-ethique,Web,,,,700000,1800000,,pas de tarif,pas de tarif
le-quotidien-du-medecin-non-ethique::web::300x600,LE QUOTIDIEN DU MEDECIN (NON ETHIQUE),le-quotidien-du-medecin-non-ethique,Web,,,,700000,1800000,,pas de tarif,pas de tarif
le-quotidien-du-medecin-non-ethique::web::728x90-320x50-300x250,LE QUOTIDIEN DU MEDECIN (NON ETHIQUE),le-quotidien-du-medecin-non-ethique,Web,,,,700000,1800000,,pas de tarif,pas de tarif
le-quotidien-du-pharmacien::web::728x90-320x50mobile,LE QUOTIDIEN DU PHARMACIEN,le-quotidien-du-pharmacien,Web,,,,80000,185000,,12000 €,10200 €
les-nouvelles-esthetiques::web::300x250,LES NOUVELLES ESTHETIQUES,les-nouvelles-esthetiques,Web,,,,7000,10000,,880 €,748 €
lineaires::web::300x250,LINEAIRES,lineaires,Web,,,,105000,200000,,2760 €,2346 €
lineaires::web::728x90-320x50mobile,LINEAIRES,lineaires,Web,,,,105000,200000,,4370 €,3715 €
livres-hebdo::web::300x600-300x250mobile,LIVRES HEBDO,livres-hebdo,Web,,,,300000,450000,,pas de tarif,pas de tarif
maires-de-france::web::350x290,MAIRES DE FRANCE,maires-de-france,Web,,,,175000,584000,,6000 €,5100 €
maires-de-france::web::728x120,MAIRES DE FRANCE,maires-de-france,Web,,,,175000,584000,,6800 €,5780 €
maires-de-france::web::920x120,MAIRES DE FRANCE,maires-de-france,Web,,,,175000,584000,,7200 €,6120 €
maisons-et-travaux-pro::web::1000x90-300x600-300x250mobile,MAISONS ET TRAVAUX PRO,maisons-et-travaux-pro,Web,,,,60000,102000,,pas de tarif,pas de tarif
metal-flash::web::300x250,METAL FLASH,metal-flash,Web,,,,4200,7200,,1560 €,1326 €
metal-flash::web::728x90,METAL FLASH,metal-flash,Web,,,,4200,7200,,1287 €,1094 €
monde-de-l-epicerie-fine::web::300x250,MONDE DE L'EPICERIE FINE,monde-de-l-epicerie-fine,Web,,,,12000,40000,,1430 €,1216 €
monde-de-l-epicerie-fine::web::728x90,MONDE DE L'EPICERIE FINE,monde-de-l-epicerie-fine,Web,,,,12000,40000,,pas de tarif,pas de tarif
my-rh-line::web::728x90-300x250,MY RH LINE,my-rh-line,Web,,,,32000,42000,,6000 €,5100 €
option-finance::web::300x250,OPTION FINANCE,option-finance,Web,,,,80000,130000,,14248 €,12111 €
option-finance::web::940x250,OPTION FINANCE,option-finance,Web,,,,80000,130000,,20503 €,17428 €
pack-generation-de-clics-garantis::web::728x90-300x600-300x250-320x50,PACK GENERATION DE CLICS GARANTIS,pack-generation-de-clics-garantis,Web,,,,,,,1500 €,1500 €
place-des-commerces::web::728x90floorad-300x600-300x250mobile,PLACE DES COMMERCES,place-des-commerces,Web,,,,102000,475000,,pas de tarif,pas de tarif
points-de-vente::web::300x600,POINTS DE VENTE,points-de-vente,Web,,,,40000,140000,,2800 €,2380 €
points-de-vente::web::728x90,POINTS DE VENTE,points-de-vente,Web,,,,40000,140000,,3000 €,2550 €
process-alimentaire::web::728x90,PROCESS ALIMENTAIRE,process-alimentaire,Web,,,,55000,130000,,6000 €,5100 €
produits-de-la-mer::web::300x250,PRODUITS DE LA MER,produits-de-la-mer,Web,,,,10000,15000,,2190 €,1862 €
produits-de-la-mer::web::1100x140,PRODUITS DE LA MER,produits-de-la-mer,Web,,,,10000,15000,,2190 €,1862 €
profession-cgp::web::250x250,PROFESSION CGP,profession-cgp,Web,,,,15000,22000,,750 €,638 €
profession-cgp::web::940x90,PROFESSION CGP,profession-cgp,Web,,,,15000,22000,,990 €,842 €
rayon-boissons::web::300x250,RAYON BOISSONS,rayon-boissons,Web,,,,85200,158300,,4600 €,3910 €
rayon-boissons::web::728x90,RAYON BOISSONS,rayon-boissons,Web,,,,85200,158300,,4600 €,3910 €
recyclage::web::450x750,RECYCLAGE,recyclage,Web,,,,5000,12000,,8800 €,7480 €
recyclage::web::730x100,RECYCLAGE,recyclage,Web,,,,5000,12000,,7200 €,6120 €
revue-banque::web::300x600,REVUE BANQUE,revue-banque,Web,,,,32500,96200,,2588 €,2200 €
revue-banque::web::970x90-320x100mobile,REVUE BANQUE,revue-banque,Web,,,,32500,96200,,2118 €,1800 €
revue-hospitaliere-de-france::web::300x250,REVUE HOSPITALIERE DE FRANCE,revue-hospitaliere-de-france,Web,,,,1500,7000,,2500 €,1615 €
revue-hospitaliere-de-france::web::728x90,REVUE HOSPITALIERE DE FRANCE,revue-hospitaliere-de-france,Web,,,,1500,7000,,1900 €,2125 €
ria-la-revue-de-l-industrie-agroalimentaire::web::300x600-320x120,RIA (LA REVUE DE L'INDUSTRIE AGROALIMENTAIRE),ria-la-revue-de-l-industrie-agroalimentaire,Web,,,,33000,69000,,3760 €,3196 €
ria-la-revue-de-l-industrie-agroalimentaire::web::970x90-320x120,RIA (LA REVUE DE L'INDUSTRIE AGROALIMENTAIRE),ria-la-revue-de-l-industrie-agroalimentaire,Web,,,,33000,69000,,3760 €,3196 €
rvi::web::360x360,RVI,rvi,Web,,,,2900,6000,,1538 €,1308 €
rvi::web::728x92,RVI,rvi,Web,,,,2900,6000,,2308 €,1962 €
score-3::web::1000x90floorad-300x250mobile,SCORE 3,score-3,Web,,,,36000,65000,,pas de tarif,pas de tarif
se-loger-bureaux-commerces::web::300x600-320x50mobile,SE LOGER BUREAUX COMMERCES,se-loger-bureaux-commerces,Web,,,,640000,2500000,,8500 €,7225 €
silicon::web::728x90-300x600,SILICON,silicon,Web,,,,65000,110000,,pas de tarif,pas de tarif
snacking::web::360x230,SNACKING,snacking,Web,,,,68000,120000,,950 €,808 €
snacking::web::360x460,SNACKING,snacking,Web,,,,68000,120000,,1200 €,1020 €
snpden::web::680x160,SNPDEN,snpden,Web,,,,65000,117600,,1647 €,1400 €
societe-com::web::728x90-300x600-300x250mobile,SOCIETE.COM,societe-com,Web,,,,5600000,12500000,,pas de tarif,pas de tarif
sport-strategies::web,SPORT STRATEGIES,sport-strategies,Web,,,,30000,50000,,pas de tarif,pas de tarif
strategie-logistique::web::300x250,STRATEGIE LOGISTIQUE,strategie-logistique,Web,,,,32000,45000,,3294 €,2800 €
strategie-logistique::web::728x90,STRATEGIE LOGISTIQUE,strategie-logistique,Web,,,,32000,45000,,3529 €,3000 €
strategies::web::300x600-300x250mobile,STRATEGIES,strategies,Web,,,,120000,170000,,pas de tarif,pas de tarif
strategies::web::728x90,STRATEGIES,strategies,Web,,,,120000,170000,,pas de tarif,pas de tarif
technic-baie::web::300x250,TECHNIC' BAIE,technic-baie,Web,,,,4000,6700,,1560 €,1326 €
technic-baie::web::728x90,TECHNIC' BAIE,technic-baie,Web,,,,4000,6700,,1287 €,1094 €
techniques-ingenieur::web::728x90footerad-300x250,TECHNIQUES INGENIEUR,techniques-ingenieur,Web,,,,250000,565000,,pas de tarif,pas de tarif
terre-net-france-agricole-web-agri-materiel-agricole::web::300x600,TERRE NET + FRANCE AGRICOLE + WEB AGRI + MATERIEL AGRICOLE,terre-net-france-agricole-web-agri-materiel-agricole,Web,,,,,,,11750 €,9988 €
terre-net-france-agricole-web-agri-materiel-agricole::web::728x90-300x250,TERRE NET + FRANCE AGRICOLE + WEB AGRI + MATERIEL AGRICOLE,terre-net-france-agricole-web-agri-materiel-agricole,Web,,,,,,,8825 €,7501 €
terre-net::web::300x600-300x250mobile,TERRE NET,terre-net,Web,,,,700000,1450000,,pas de tarif,pas de tarif
terre-net::web::728x90-300x250,TERRE NET,terre-net,Web,,,,700000,1450000,,pas de tarif,pas de tarif
tourmag::web::300x150,TOURMAG,tourmag,Web,,,,225000,330000,,10860 €,9231 €
transport-info::web::300x600-300x250mobile,TRANSPORT INFO,transport-info,Web,,,,225000,300000,,2760 €,2346 €
transport-info::web::970x90-300x250mobile,TRANSPORT INFO,transport-info,Web,,,,225000,300000,,2400 €,2040 €
transport-info::web::970x250-300x250mobile,TRANSPORT INFO,transport-info,Web,,,,225000,300000,,2840 €,2414 €
univers-habitat::web::300x250,UNIVERS HABITAT,univers-habitat,Web,,,,20000,38000,,4706 €,4000 €
verre-menuiserie-actualites::web::300x600,VERRE & MENUISERIE ACTUALITES,verre-menuiserie-actualites,Web,,,,17200,137000,,1846 €,1569 €
verre-menuiserie-actualites::web::1000x90,VERRE & MENUISERIE ACTUALITES,verre-menuiserie-actualites,Web,,,,17200,137000,,1538 €,1308 €
village-justice::web::1160x200-300x600-320x100mobile,VILLAGE-JUSTICE,village-justice,Web,,,,1000000,1800000,,pas de tarif,pas de tarif
village-notaires::web::300x600-320x100mobile,VILLAGE-NOTAIRES,village-notaires,Web,,,,7000,35000,,1250 €,1063 €
village-notaires::web::728x90-320x100mobile,VILLAGE-NOTAIRES,village-notaires,Web,,,,7000,35000,,1250 €,1063 €
weka::web::728x90-300x600-300x250mobile,WEKA,weka,Web,,,,165000,300000,,pas de tarif,pas de tarif
abcdent-pro::nl,ABCDENT.PRO,abcdent-pro,NL,,,,,,4,652 €,652 €
acteurs-publics::nl,ACTEURS PUBLICS,acteurs-publics,NL,,,,,,1,1590 €,1352 €
action-co::nl,ACTION CO,action-co,NL,,,,,,1,725 €,616 €
agefi::nl,AGEFI,agefi,NL,,,,,,1,2800 €,2380 €
app-ines::nl,APP'INES,app-ines,NL,,,,,,1,540 €,459 €
architectures-a-vivre::nl,ARCHITECTURES A VIVRE,architectures-a-vivre,NL,,,,,,1,1600 €,1360 €
au-coeur-du-chr::nl,AU COEUR DU CHR,au-coeur-du-chr,NL,,,,,,2,1990 €,1692 €
batiactu::nl,BATIACTU,batiactu,NL,,,,,,1,3995 €,3396 €
batirama::nl,BATIRAMA,batirama,NL,,,,,,3,2500 €,2125 €
batiweb::nl,BATIWEB,batiweb,NL,,,,,,1,2500 €,2125 €
be-a-boss::nl,BE A BOSS,be-a-boss,NL,,,,,,1,725 €,616 €
biblond::nl,BIBLOND,biblond,NL,,,,,,4,2500 €,2125 €
caducee::nl,CADUCEE,caducee,NL,,,,,,1,5701 €,4846 €
chaud-froid-performance::nl,CHAUD FROID PERFORMANCE,chaud-froid-performance,NL,,,,,,1,2800 €,2380 €
culture-rh::nl,CULTURE RH,culture-rh,NL,,,,,,1,1267 €,1077 €
d-architectures::nl,D'ARCHITECTURES,d-architectures,NL,,,,,,1,2715 €,2308 €
daf-mag::nl,DAF MAG,daf-mag,NL,,,,,,1,905 €,769 €
decideurs-strategie-finance-et-droit::nl,DECIDEURS STRATEGIE FINANCE ET DROIT,decideurs-strategie-finance-et-droit,NL,,,,,,1,985 €,837 €
decisions-hpa::nl,DECISIONS HPA,decisions-hpa,NL,,,,,,1,1500 €,1275 €
dynamique-mag::nl,DYNAMIQUE MAG,dynamique-mag,NL,,,,,,1,1500 €,1275 €
ecommerce-mag::nl,ECOMMERCE MAG,ecommerce-mag,NL,,,,,,1,905 €,769 €
egora::nl,EGORA,egora,NL,,,,,,,pas de tarif,pas de tarif
electricien-3e-j3e::nl,ELECTRICIEN 3E + J3E,electricien-3e-j3e,NL,,,,,,1,1846 €,1569 €
entretien-textile::nl,ENTRETIEN TEXTILE,entretien-textile,NL,,,,,,2,2000 €,1700 €
environnement-magazine::nl,ENVIRONNEMENT MAGAZINE,environnement-magazine,NL,,,,,,5,6235 €,5300 €
etancheite-info::nl,ETANCHEITE INFO,etancheite-info,NL,,,,,,1,780 €,663 €
flottes-automobiles::nl,FLOTTES AUTOMOBILES,flottes-automobiles,NL,,,,,,1,1850 €,1573 €
france-routes::nl,FRANCE ROUTES,france-routes,NL,,,,,,,3000 €,2550 €
fusacq::nl,FUSACQ,fusacq,NL,,,,,,1,400 €,340 €
genie-climatique::nl,GENIE CLIMATIQUE,genie-climatique,NL,,,,,,1,897 €,762 €
geroscopie::nl,GEROSCOPIE,geroscopie,NL,,,,,,5,2000 €,1700 €
gpo-mag::nl,GPO MAG,gpo-mag,NL,,,,,,1,670 €,570 €
infirmiers::nl,INFIRMIERS,infirmiers,NL,,,,,,1,1800 €,1530 €
investissement-conseils::nl,INVESTISSEMENT CONSEILS,investissement-conseils,NL,,,,,,1,1154 €,981 €
it-for-business::nl,IT FOR BUSINESS,it-for-business,NL,,,,,,1,2500 €,2125 €
j2r::nl,J2R,j2r,NL,,,,,,2,3000 €,2550 €
journal-des-entreprises::nl,JOURNAL DES ENTREPRISES,journal-des-entreprises,NL,,,,,,5,5000 €,4250 €
journal-des-maires::nl,JOURNAL DES MAIRES,journal-des-maires,NL,,,,,,1,2200 €,1870 €
kine-actualite::nl,KINE ACTUALITE,kine-actualite,NL,,,,,,1,2500 €,2125 €
l-eclaireur-des-coiffeur::nl,L'ECLAIREUR DES COIFFEUR,l-eclaireur-des-coiffeur,NL,,,,,,1,1196 €,1017 €
l-hotellerie-restauration::nl,L'HOTELLERIE RESTAURATION,l-hotellerie-restauration,NL,,,,,,1,1200 €,1020 €
l-informaticien::nl,L'INFORMATICIEN,l-informaticien,NL,,,,,,1,1529 €,1300 €
l-information-dentaire::nl,L'INFORMATION DENTAIRE,l-information-dentaire,NL,,,,,,1,1700 €,1445 €
l-officiel-des-transporteurs::nl,L'OFFICIEL DES TRANSPORTEURS,l-officiel-des-transporteurs,NL,,,,,,1,4000 €,3400 €
l-opinion::nl,L'OPINION,l-opinion,NL,,,,,,3,5384 €,pas de tarif
l-opticien-lunetier::nl,L'OPTICIEN LUNETIER,l-opticien-lunetier,NL,,,,,,1,3500 €,2975 €
la-classe-fiche-pedagogiques::nl,LA CLASSE + FICHE PEDAGOGIQUES,la-classe-fiche-pedagogiques,NL,,,,,,1,1538 €,1308 €
la-france-agricole::nl,LA FRANCE AGRICOLE,la-france-agricole,NL,,,,,,1,750 €,638 €
la-profession-comptable::nl,LA PROFESSION COMPTABLE,la-profession-comptable,NL,,,,,,1,915 €,778 €
la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf::nl,LA REVUE PRATIQUE DU FROID ET DU CONDITIONNEMENT D'AIR (LA RPF),la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf,NL,,,,,,1,637 €,541 €
la-toque-magazine::nl,LA TOQUE MAGAZINE,la-toque-magazine,NL,,,,,,1,1800 €,1530 €
la-tribune-de-l-assurance::nl,LA TRIBUNE DE L'ASSURANCE,la-tribune-de-l-assurance,NL,,,,,,5,3950 €,3358 €
la-tribune-des-auto-ecoles::nl,LA TRIBUNE DES AUTO-ECOLES,la-tribune-des-auto-ecoles,NL,,,,,,1,920 €,782 €
la-tribune::nl,LA TRIBUNE,la-tribune,NL,,,,,,1,3100 €,2635 €
le-blog-du-dirigeant::nl,LE BLOG DU DIRIGEANT,le-blog-du-dirigeant,NL,,,,,,1,1000 €,850 €
le-courrier-du-meuble-et-de-l-habitat::nl,LE COURRIER DU MEUBLE ET DE L'HABITAT,le-courrier-du-meuble-et-de-l-habitat,NL,,,,,,1,1231 €,1046 €
le-journal-de-l-automobile::nl,LE JOURNAL DE L'AUTOMOBILE,le-journal-de-l-automobile,NL,,,,,,5,4000 €,3400 €
le-journal-des-flottes::nl,LE JOURNAL DES FLOTTES,le-journal-des-flottes,NL,,,,,,1,5000 €,4250 €
le-moniteur-des-pharmacies::nl,LE MONITEUR DES PHARMACIES,le-moniteur-des-pharmacies,NL,,,,,,1,2200 €,1870 €
le-nouvel-economiste::nl,LE NOUVEL ECONOMISTE,le-nouvel-economiste,NL,,,,,,1,3125 €,2656 €
le-papetier-de-france::nl,LE PAPETIER DE FRANCE,le-papetier-de-france,NL,,,,,,1,897 €,762 €
le-point-veterinaire::nl,LE POINT VETERINAIRE,le-point-veterinaire,NL,,,,,,4,2950 €,2508 €
le-quotidien-du-medecin-ethique::nl,LE QUOTIDIEN DU MEDECIN (ETHIQUE),le-quotidien-du-medecin-ethique,NL,,,,,,1,3200 €,2720 €
le-quotidien-du-pharmacien::nl,LE QUOTIDIEN DU PHARMACIEN,le-quotidien-du-pharmacien,NL,,,,,,1,1600 €,1360 €
lineaires::nl,LINEAIRES,lineaires,NL,,,,,,1,1495 €,1271 €
